#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
#206Hg(d,p)207Hg(5/2+ 1.200) ELAB= 14.780
   Angel	  Ex=1.200(2d5/2)AK  Ex=1.200(2d5/2)QV  Ex=1.200(2d5/2)AM  Ex=1.200(2d5/2)AG  Ex=1.200(2d5/2)AP  Ex=1.200(2d5/2)HK  Ex=1.200(2d5/2)HV  Ex=1.200(2d5/2)HM  Ex=1.200(2d5/2)HG  Ex=1.200(2d5/2)HP  Ex=1.200(2d5/2)BK  Ex=1.200(2d5/2)BV  Ex=1.200(2d5/2)BM  Ex=1.200(2d5/2)BG  Ex=1.200(2d5/2)BP  Ex=1.200(2d5/2)DK  Ex=1.200(2d5/2)DV  Ex=1.200(2d5/2)DM  Ex=1.200(2d5/2)DG  Ex=1.200(2d5/2)DP  Ex=1.200(2d5/2)LK  Ex=1.200(2d5/2)LV  Ex=1.200(2d5/2)LM  Ex=1.200(2d5/2)LG  Ex=1.200(2d5/2)LP  Ex=1.200(2d5/2)QK  Ex=1.200(2d5/2)QV  Ex=1.200(2d5/2)QM  Ex=1.200(2d5/2)QG  Ex=1.200(2d5/2)QP
  35.000	           8.249100           8.851100           6.562800          11.149000           8.883100           8.817500           8.117700           7.023700          12.769000           9.602600           9.442800           8.670100           7.503600          11.745000          10.049000           8.115200           7.432400           6.486400          10.510000           8.680200           7.948800           7.526100           6.806700          10.065000           8.282000           9.492100           8.851100           7.844200          11.743000           9.996900
  35.500	           8.490000           9.046500           6.718500          11.551000           9.158800           9.064400           8.341300           7.180500          13.170000           9.884700           9.654100           8.864300           7.636800          12.153000          10.298000           8.361900           7.656200           6.646100          10.917000           8.962100           8.053800           7.617900           6.851100          10.342000           8.418300           9.707300           9.046500           7.976600          12.151000          10.250000
  36.000	           8.726500           9.239200           6.874500          11.968000           9.430100           9.309600           8.566500           7.340200          13.592000          10.165000           9.857100           9.053700           7.768100          12.569000          10.537000           8.603800           7.878300           6.805600          11.339000           9.239300           8.152800           7.706800           6.895000          10.626000           8.548500           9.916500           9.239200           8.108500          12.570000          10.498000
  36.500	           8.957400           9.428900           7.030200          12.398000           9.695500           9.552000           8.792200           7.502100          14.030000          10.443000          10.051000           9.237700           7.897100          12.990000          10.767000           8.839900           8.097600           6.964300          11.773000           9.510300           8.245700           7.793200           6.938800          10.914000           8.672400          10.119000           9.428900           8.239700          12.999000          10.738000
  37.000	           9.181400           9.614900           7.184800          12.836000           9.953400           9.790400           9.017100           7.665600          14.483000          10.716000          10.235000           9.415500           8.023300          13.413000          10.985000           9.068800           8.313100           7.121500          12.216000           9.773800           8.332800           7.877000           6.982900          11.206000           8.789700          10.315000           9.614900           8.370200          13.435000          10.970000
  37.500	           9.397500           9.796900           7.337700          13.281000          10.202000          10.023000           9.240200           7.829800          14.946000          10.983000          10.409000           9.586400           8.146400          13.837000          11.192000           9.289600           8.523700           7.276600          12.664000          10.028000           8.414100           7.958600           7.027600          11.498000           8.900300          10.503000           9.796900           8.499500          13.875000          11.194000
  38.000	           9.604600           9.974300           7.488100          13.729000          10.441000          10.250000           9.460300           7.993800          15.417000          11.242000          10.572000           9.749700           8.265700          14.257000          11.385000           9.501200           8.728500           7.428700          13.115000          10.272000           8.489800           8.037800           7.073100          11.790000           9.004100          10.683000           9.974300           8.627400          14.317000          11.407000
  38.500	           9.801500          10.146000           7.635000          14.176000          10.668000          10.468000           9.676000           8.156800          15.890000          11.492000          10.723000           9.904900           8.380900          14.671000          11.565000           9.702500           8.926300           7.577300          13.566000          10.504000           8.560200           8.114900           7.119600          12.079000           9.101100          10.854000          10.146000           8.753700          14.757000          11.611000
  39.000	           9.987300          10.313000           7.777800          14.618000          10.882000          10.678000           9.886300           8.317700          16.364000          11.731000          10.861000          10.051000           8.491300          15.076000          11.730000           9.892600           9.116300           7.721400          14.013000          10.723000           8.625300           8.189800           7.167200          12.363000           9.191100          11.016000          10.313000           8.877700          15.194000          11.803000
  39.500	          10.161000          10.473000           7.915600          15.054000          11.082000          10.878000          10.090000           8.475500          16.833000          11.958000          10.988000          10.188000           8.596400          15.469000          11.880000          10.071000           9.297400           7.860300          14.453000          10.928000           8.685500           8.262500           7.215800          12.640000           9.274200          11.169000          10.473000           8.999200          15.624000          11.984000
  40.000	          10.322000          10.627000           8.047600          15.479000          11.267000          11.066000          10.285000           8.629200          17.296000          12.171000          11.101000          10.315000           8.695600          15.848000          12.014000          10.236000           9.468900           7.993400          14.883000          11.119000           8.740900           8.333000           7.265500          12.909000           9.350400          11.312000          10.627000           9.117500          16.045000          12.152000
  40.500	          10.470000          10.773000           8.173000          15.890000          11.436000          11.243000          10.472000           8.777900          17.746000          12.369000          11.201000          10.431000           8.788500          16.209000          12.132000          10.388000           9.629800           8.119800          15.299000          11.293000           8.791800           8.401400           7.316200          13.167000           9.419800          11.444000          10.773000           9.232300          16.453000          12.308000
  41.000	          10.603000          10.911000           8.291100          16.284000          11.588000          11.407000          10.648000           8.920500          18.183000          12.553000          11.287000          10.536000           8.874500          16.551000          12.235000          10.525000           9.779600           8.239000          15.699000          11.451000           8.838500           8.467600           7.367800          13.412000           9.482600          11.567000          10.911000           9.342900          16.846000          12.451000
  41.500	          10.722000          11.041000           8.401200          16.658000          11.723000          11.557000          10.814000           9.056000          18.601000          12.719000          11.360000          10.630000           8.953200          16.870000          12.321000          10.649000           9.917400           8.350200          16.081000          11.591000           8.881200           8.531500           7.419900          13.643000           9.539000          11.678000          11.041000           9.449000          17.221000          12.580000
  42.000	          10.826000          11.162000           8.502600          17.010000          11.840000          11.693000          10.968000           9.183600          18.998000          12.869000          11.420000          10.713000           9.024200          17.165000          12.390000          10.757000          10.043000           8.453000          16.440000          11.715000           8.920200           8.593200           7.472600          13.858000           9.589300          11.779000          11.162000           9.549800          17.577000          12.695000
  42.500	          10.916000          11.274000           8.594800          17.337000          11.940000          11.814000          11.109000           9.302500          19.371000          13.002000          11.466000          10.784000           9.087000          17.434000          12.444000          10.851000          10.156000           8.546800          16.775000          11.821000           8.955900           8.652500           7.525400          14.057000           9.633700          11.869000          11.274000           9.645100          17.910000          12.798000
  43.000	          10.990000          11.378000           8.677400          17.636000          12.022000          11.921000          11.236000           9.411900          19.717000          13.116000          11.499000          10.843000           9.141500          17.674000          12.481000          10.930000          10.255000           8.631200          17.084000          11.909000           8.988700           8.709600           7.578100          14.236000           9.672600          11.948000          11.378000           9.734300          18.218000          12.886000
  43.500	          11.049000          11.471000           8.750000          17.906000          12.086000          12.012000          11.350000           9.511200          20.035000          13.212000          11.520000          10.890000           9.187400          17.886000          12.504000          10.994000          10.341000           8.705900          17.365000          11.980000           9.018800           8.764300           7.630500          14.397000           9.706400          12.017000          11.471000           9.817000          18.500000          12.962000
  44.000	          11.094000          11.555000           8.812300          18.145000          12.133000          12.088000          11.450000           9.599800          20.321000          13.291000          11.529000          10.926000           9.224500          18.067000          12.512000          11.044000          10.414000           8.770800          17.616000          12.034000           9.046700           8.816700           7.682200          14.537000           9.735600          12.075000          11.555000           9.892900          18.754000          13.024000
  44.500	          11.124000          11.630000           8.864200          18.352000          12.163000          12.150000          11.536000           9.677400          20.574000          13.352000          11.525000          10.951000           9.252800          18.216000          12.505000          11.079000          10.474000           8.825500          17.835000          12.071000           9.072600           8.866800           7.733100          14.656000           9.760700          12.123000          11.630000           9.961700          18.978000          13.074000
  45.000	          11.141000          11.694000           8.905600          18.526000          12.177000          12.196000          11.607000           9.743500          20.792000          13.395000          11.511000          10.964000           9.272400          18.334000          12.486000          11.102000          10.521000           8.870200          18.022000          12.092000           9.097100           8.914600           7.782800          14.754000           9.782100          12.162000          11.694000          10.023000          19.172000          13.111000
  45.500	          11.145000          11.750000           8.936600          18.665000          12.176000          12.229000          11.664000           9.798000          20.976000          13.422000          11.487000          10.967000           9.283200          18.419000          12.454000          11.111000          10.555000           8.904800          18.177000          12.098000           9.120400           8.960200           7.831000          14.830000           9.800500          12.191000          11.750000          10.077000          19.335000          13.138000
  46.000	          11.136000          11.795000           8.957300          18.771000          12.159000          12.247000          11.706000           9.840800          21.123000          13.433000          11.453000          10.959000           9.285500          18.472000          12.410000          11.107000          10.577000           8.929600          18.298000          12.089000           9.143000           9.003600           7.877500          14.884000           9.816300          12.211000          11.795000          10.123000          19.466000          13.153000
  46.500	          11.115000          11.832000           8.967900          18.842000          12.130000          12.252000          11.735000           9.872000          21.234000          13.428000          11.410000          10.942000           9.279600          18.493000          12.356000          11.093000          10.587000           8.944700          18.385000          12.067000           9.165200           9.044900           7.922100          14.917000           9.830100          12.224000          11.832000          10.162000          19.565000          13.158000
  47.000	          11.085000          11.860000           8.968700          18.880000          12.088000          12.245000          11.750000           9.891600          21.309000          13.409000          11.360000          10.916000           9.265700          18.483000          12.294000          11.068000          10.585000           8.950500          18.439000          12.033000           9.187300           9.084100           7.964500          14.929000           9.842500          12.228000          11.860000          10.193000          19.632000          13.154000
  47.500	          11.044000          11.880000           8.960300          18.884000          12.035000          12.226000          11.753000           9.900100          21.348000          13.377000          11.302000          10.882000           9.244200          18.443000          12.222000          11.033000          10.574000           8.947300          18.461000          11.988000           9.209700           9.121400           8.004500          14.921000           9.854000          12.226000          11.880000          10.216000          19.667000          13.142000
  48.000	          10.995000          11.891000           8.943000          18.856000          11.972000          12.197000          11.743000           9.897600          21.352000          13.333000          11.239000          10.840000           9.215600          18.373000          12.145000          10.990000          10.552000           8.935700          18.451000          11.932000           9.232500           9.156800           8.041900          14.892000           9.865100          12.217000          11.891000          10.231000          19.672000          13.121000
  48.500	          10.938000          11.895000           8.917400          18.798000          11.900000          12.157000          11.723000           9.884800          21.322000          13.277000          11.171000          10.791000           9.180300          18.275000          12.061000          10.939000          10.522000           8.916200          18.410000          11.868000           9.256100           9.190400           8.076600          14.846000           9.876200          12.203000          11.895000          10.240000          19.646000          13.095000
  49.000	          10.875000          11.892000           8.884200          18.709000          11.821000          12.109000          11.691000           9.862000          21.259000          13.213000          11.099000          10.736000           9.138800          18.151000          11.972000          10.881000          10.483000           8.889200          18.340000          11.796000           9.280700           9.222200           8.108300          14.781000           9.887900          12.183000          11.892000          10.241000          19.591000          13.062000
  49.500	          10.806000          11.883000           8.843900          18.593000          11.736000          12.053000          11.650000           9.829900          21.166000          13.139000          11.023000          10.676000           9.091700          18.002000          11.881000          10.818000          10.438000           8.855500          18.242000          11.719000           9.306300           9.252400           8.136900          14.700000           9.900500          12.160000          11.883000          10.236000          19.508000          13.025000
  50.000	          10.733000          11.867000           8.797300          18.451000          11.646000          11.991000          11.600000           9.789100          21.042000          13.059000          10.945000          10.611000           9.039500          17.830000          11.786000          10.751000          10.386000           8.815700          18.118000          11.636000           9.333000           9.280800           8.162300          14.605000           9.914200          12.132000          11.867000          10.224000          19.399000          12.984000
